Case Number,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Investigator or Source
1950.01.12.R,Reported 12-Jan-1950,1950,Unprovoked,AUSTRALIA,Victoria,South Werribee Beach,Swimming,M,,3 lacerations to heel,N,,"Werribee Shire Banner, 1/12/1950"
1950.00.00.m,1950,1950,Boating,AUSTRALIA,Tasmania,Triabunna,Sitting on side of dinghy mending a net,M,,"No injury to occupant, shark bit side of dinghy",N,,"C. Black, GSAF"
1950.00.00.l,1950,1950,Unprovoked,SRI LANKA,Eastern Province,Heda Oya Estuary,Shark fishing,M,,Buttock removed,N,,"R.I. DeSilva, GSAF"
1950.00.00.k,1950,1950,Unprovoked,SRI LANKA,Southern Province,Dodnduwa,Spearfishing,M,,"No injury, but shark damaged one of his swim fins",N,,"R.I. DeSilva, GSAF"
1950.00.00.j,1950 - 1951,1950,Unprovoked,LIBERIA,Montserrado,Monrovia,Defecating in water beneath the docks,M,,FATAL,Y,,G. C. Miller
1950.00.00.i,Summer 1950,1950,Unprovoked,INDONESIA,Jakarta Harbour,On rock near Yacht Club,Bending over,M,7,FATAL,Y,,J. Daigle
1950.00.00.h,1950,1950,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Standing,M,,Arm bitten,N,,"Florida Times-Union (Jacksonville), 6/6/1961"
1950.00.00.g,1950s,1950,Invalid,USA,Hawaii,"Waikiki, O'ahu",Spearfishing,M,,"No injury from shark, scraped chest climbing out on reef",,,"J. Borg, p.73; L. Taylor (1993), pp.100-101; Skin Diver Magazine, March 1956; SAF Case #1042"
1950.00.00.f,1950,1950,Unprovoked,PANAMA,Canal Zone,300 yards west of mouth of the Chagres River,Bathing ,M,,Foot & hand severed,N,morning,G.B. Fairchild
1950.00.00.c,1950,1950,Unprovoked,NEW CALEDONIA,North Province,"Voh, near meatworks","Spearfishing, but walking carrying fish on end of speargun",M,,"Shark jumped from sea, taking fish & his right arm",N,,"V.M. Coppleson (1958), p.262; V.M. Coppleson (1962), p.253"
1950.00.00.b,Ca. 1950,1950,Unprovoked,NEW CALEDONIA,North Province,Mangalia Reef above Touho ,"Helmet diving, collecting trochus shell",M,,"Arm bitten, surgically amputated",N,," V.M. Coppleson (1958), pp.98 &  262"
1949.12.00.b,Dec-1949,1949,Sea Disaster,,Caribbean Sea,Between  Cuba  & Costa Rica,"Sea Disaster, sinking of the motorship Wingate",M,,Fatal or drowning or scavenging,Y,,"Canberra Times, 1/6/1950"
1949.12.00.a,Dec-1949,1949,Unprovoked,AUSTRALIA,Victoria,Seaholme,Lying on the bottom of a 16' dinghy,M,35,"No injury,     Shark landed on top of him, knocked him back down 3 times",N,,"V.M. Coppleson (1958), pp. 181-182"
1949.11.20,20-Nov-1949,1949,Unprovoked,AUSTRALIA,New South Wales,"Kurnell, Botany Bay ",Free diving or wading back to shore,M,36,Left arm bitten ,N,afternoon,"Sydney Morning Herald, 11/20/1949"
1949.11.12,12-Nov-1949,1949,Invalid,AUSTRALIA,Victoria,Port Phillip Bay,No details,M,,Fatal or drowning or scavenging,,,"G.P. Whitley (1951), p.194, cites Sunday Herald (Sydney), 11/13/1949; SAF Case #613"
1949.08.28.b,28-Aug-1949,1949,Unprovoked,AUSTRALIA,Queensland,Yorkeys Knob Beach near Cairns,Swimming,M,21,Abdomen & chest abraded,N,morning,"V.M. Coppleson (1958), p.89"
1949.08.28.a,28-Aug-1949,1949,Unprovoked,AUSTRALIA,Queensland,Yorkeys Knob Beach near Cairns,Swimming,M,34,"FATAL, right leg, thigh & fingers lacerated ",Y,morning,"G.P. Whitley (1951), p.194, cites Daily Telegraph (Sydney), 8/29/1949; V.M. Coppleson (1958), pp.88 & 239"
1949.08.17,17-Aug-1949,1949,Invalid,ITALY,Tuscany,Elba Island,Swimming,M,17,No injury,,,"C. Moore, GSAF"
1949.08.16,16-Aug-1949,1949,Unprovoked,AUSTRALIA,Tasmania,Flinders Island,Swimming near shore,M,18,Hip lacerated,N,afternoon,"G.P. Whitley (1952), p.194;, citing Daily Telegraph (Sydney), 8/18/1949; V.M. Coppleson (1958), p.240; C. Black, p. 148"
1949.08.10.R,Reported 10-Aug-1949,1949,Unprovoked,ITALY,Calabria,Cosenza,Swimming,M,21,Right hand severed,N,,"C. Moore, GSAF"
1949.07.29,07-July-1949,1949,Unprovoked,IRAN,Shatt-el-Arab River,,Swimming,M,18,Right leg lacerated,N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.85 "
1949.07.28,28-Jul-1949,1949,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,18,"FATAL, thigh lacerated, femur exposed ",Y,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.85 "
1949.07.25,25-Jul-1949,1949,Unprovoked,USA,South Carolina,"Oketee River, Jasper County",Floating on his back,M,16,"Abdomen abraded, thigh lacerated",N,afternoon,"V.M. Coppleson (1958), p.153"
1949.07.16,16-Jul-1949,1949,Provoked,USA,California,"10 miles off Redondo Beach, Los Angeles County",Fishing,M,16,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,N,,"L.A. Times, 7/17/1949 "
1949.05.16,16-May-1949,1949,Unprovoked,AUSTRALIA,Western Australia,Broome,Bathing,F,22,"Left arm severed above elbow, recovered 5 days afterwards from sharks gut",N,,"V.M. Coppleson (1958), pp.107 & 241; G.P. Whitley (1951), pp.186-188; A. Sharpe, pp.131-132"
1949.05.13,13-May-1949,1949,Provoked,AUSTRALIA,New South Wales,Nelson's Bay,"Examining netted shark, that had been shot",M,26,Lacerations to right hand PROVOKED INCIDENT,N,,"V.M. Coppleson (1958), p.176; R. Skocik, p.179"
1949.04.18,18-Apr-1949,1949,Provoked,AUSTRALIA,Queensland,"Nerang River, Southpot",Fishing,M,,Toe bitten by netted shark PROVOKED INCIDENT,N,,"Courier-Mail, 4/19/1949"
1949.04.17,17-Apr-1949,1949,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Bathing in water 0.9 m deep,M,13,"FATAL, left leg severed",Y,morning,"G.P. Whitley (1951), p.194; V.M. Coppleson (1958), p.239; A. Sharpe, pp.38 & 97"
1949.04.13,13-Apr-1949,1949,Unprovoked,MEXICO,Tamaulipas,"Miramar Beach, Tampico",Bathing,M,,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",N,,"New York Herald Tribune, 4/15/1949"
1949.01.23,23-Jan-1949,1949,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle ",Lifesaving exhibition,M,20,FATAL,Y,afternoon,"G.P. Whitley (1951); V.M. Coppleson (1958), pp. 77 & 78; A. Sharpe, pp.84-85"
1949.01.14,14-Jan-1949,1949,Invalid,AUSTRALIA,New South Wales,Off North Bondi,Surfing,M,32,"No injury, chased by 3 sharks",,afternoon,"Sydney Morning Herald,  1/14/1949 
"
1949.01.13,13-Jan-1949,1949,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",Surf skiing,M,,"No injury, shark bumped ski",N,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.41-42; Sharp, p.32"
1949.00.00.g,1949-1950,1949,Boating,ITALY,Tyrrhenian Sea,San Vincenzo,"Fishing, on a boat",M,,No injury to occupant,N,,A. De Maddalena; V. Biagi (pers. Comm.)
1949.00.00.c,1949,1949,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta. ",Spearfishing,M,18,"FATAL, ""Nearly bitten in two through loin"".",Y,,"A. Bleakley;  A. M. Rapson, p.148"
1949.00.00.b,1949,1949,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Sohano Island, Buka Passage",Swimming close to wharf,M,,Hand severed,N,,"A. Bleakley;  A. M. Rapson, p.148"
1949.00.00.a,1949,1949,Unprovoked,NEW GUINEA,"Abau Sub District, Central Province",Kerpuna ,Swimming ,M,,"FATAL. One man's abdomen removed, the other received severe multiple injuries.",Y,," A. Bleakley;   A.M. Rapson, p.148"
1948.12.27,27-Dec-1948,1948,Unprovoked,AUSTRALIA,Western Australia,Lancelin Island,Swimming,M,17,"FATAL, disappeared while swimming  ",Y,,"V.M. Coppleson (1958), pp.22-23"
1948.12.26,26-Dec-1948,1948,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra","Treading water, waiting for a wave",M,28,"FATAL, left hand severed, left leg arm bitten, tissue removed hip to knee  ",Y,morning,"Gilbert P. Whitley (1951), p.193; V.M. Coppleson (1958), p.239. NOTE: Whitley records location as Coolangatta"
1948.12.14.b,14-Dec-1948,1948,Unprovoked,IRAN,Shat-Al-Arab River,Abadan,,M,19,Left thumb severed,N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp"
1948.12.14.a,14-Dec-1948,1948,Unprovoked,CUBA,Guantanamo Province,10 miles off Cape Maisi,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didnt notice they were missing",M,14,"2 hours later shark bit Jeppsens feet, arm, knee & finally killed him. Tony, clothing torn but alive, washed ashore on Cuban coast",N,,"Washington Post, 12/23/1948, p.`"
1948.12.10,10-Dec-1948,1948,Unprovoked,AUSTRALIA,Queensland,Rib Reef off Townsville,Fishing,M,,Hand injured,N,,"Townsville Daily Bulletin, 12/14/1948"
1948.12.05,05-Dec-1948,1948,Sea Disaster,NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,500 nautical miles southwest of Johnston Island,Air/Sea Disaster involving C-54 Air Force Transport No. 2686 with 37 on board,M,,"32 survived, 5 perished; sharks fed on the dead but did not bite the survivors",Y,,"L. Schultz & M. Malin, p.562; SAF Case #819"
1948.11.18, 18-Nov-1948,1948,Unprovoked,AUSTRALIA,Torres Strait,"Saibai Island, 80 miles north of Cape York",Pearl diving,M,41,Leg bitten,N,,"The Argus, 11/20/1948"
1948.09.22,22-Sep-1948,1948,Unprovoked,GREECE,Attica,Keratsini ,Swimming,M,17,FATAL,Y,afternoon,"C. Moore, GSAF"
1948.09.19.b,19-Sep-1948,1948,Unprovoked,USA,Hawaii,"Off Makapauu Point, O'ahu",Swimming,M,,Leg bitten,N,,"J. Borg, p.72; L. Taylor (1993), pp.98-99"
1948.09.19.a,19-Sep-1948,1948,Unprovoked,USA,Hawaii,"Off Makapauu Point, O'ahu",Fishing,M,,Survived,N,,"V.M. Coppleson (1958); Honolulu Advertiser, 8/9/1953; Hawaiian Tribune-Herald, 4/14/1963"
1948.09.17.R,Reported 17-Sep-1848,1848,Unprovoked,TURKEY,Adana Province,Yumurtalik,Swimming,M,,FATAL,Y,,"C. Moore, GSAF"
1948.09.02,02-Sep-1948,1948,Unprovoked,IRAN,Bandar Mashur sea inlet,,Bathing or washing,F,60,"FATAL, left arm & left buttock severed ",Y,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.85 "
1948.08.03,03-Aug-1948,1948,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,Swimming,M,15,"Quadriceps lacerated, femur exposed",N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.85 "
1948.08.00,Aug-1948,1948,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Laboratory,Spearing a shark,M,41,Shark that he speared bit his calf     PROVOKED INCIDENT,N,,"E. Clark, GSAF. P. Gilbert; V.M. Coppleson (1962), p.252"
1948.07.01,01-Jul-1948,1948,Unprovoked,USA,US Virgin Islands,"St. John, Genti Bay",Swimming,M,46,FATAL,Y,,"Virgin Island Daily News, 7/6/1948, p.1"
1948.05.10,10-May-1948,1948,Provoked,IRAN,Shatt-al-Arab River,,"Fishing, shark caught in his net",M,38,"8"" x 4"" left antecubital fossa of muscle & skin removed  PROVOKED INCIDENT",N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84; "
1948.04.10,10-Apr-1948,1948,Provoked,SOUTH AFRICA,Western Cape Province,Gansbaai,"Bringing hooked, harpooned shark onboard boat",M,,Groenwald's arm lacerated by the shark PROVOKED INCIDENT,N,,"M. Levine, GSAF"
1948.03.00,Mar-1948,1948,Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Spearfishing,M,30,Leg bitten by shark that he had speared  PROVOKED INCIDENT,N,,"A. M. Rapson, p.147; D. Baldridge, pp.128 & 261 "
1948.02.13,13-Feb-1948,1948,Sea Disaster,USA,Texas,"Gulf of Mexico between Brownsville & Carmen, Mexico","C47 aircraft carrying 5,000 lbs of ice ditched in the sea",M,,"FATAL. Womack was injured when plane went down, 3 days later he fell off liferaft & was taken by a shark  ",Y,,"Pittsburgh Press, 2/21/1948/ V.M. Coppleson (1962), p.258"
1948.02.12,12-Feb-1948,1948,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Swimming,M,16,"FATAL, right thigh & leg bitten ",Y,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958); A. Sharpe, p.83"
1948.01.25,25-Jan-1948,1948,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",Surf skiing,M,,"No injury, ski bitten",N,,"Cairns Post, 1/27/1948"
1948.00.00.d,Summer 1948,1948,Provoked,USA,Florida,Biscayne Bay,Underwater photography,M,48,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,N,afternoon,C.L. Morgan
1948.00.00.c,1948,1948,Unprovoked,NEW GUINEA,Morobe Province,Finschafen  ,"Fishing, holding fish in right hand",M,,Right hand bitten,N,,"A.D. Campbell; A. Bleakley;  A. M. Rapson, p.148"
1948.00.00.b,1948,1948,Provoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Tung Island, off the west coast of Buka Island",Spearfishing,M,,Bitten on face while taking shark off spear PROVOKED INCIDENT,N,,"A.M. Rapson, p.147"
1947.12.21,21-Dec-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Fishing,M,9,Leg gashed,N,,"Canberra Times, 12/22/1947"
1947.12.00,Dec-1947,1947,Unprovoked,SENEGAL,,"Tiaroye, near Dakar, Cap Vert Peninsula",Fishing / diving,M,,"FATAL, right thigh bitten ",Y,morning,Dejou & d'Alucida (1948)
1947.11.23,23-Nov-1947,1947,Boating,AUSTRALIA,South Australia,3 miles out to sea off Glenelg,Fishing,,,"No injury to occupants, shark made 20 to 30 rushes at dinghy",N,,"V.M. Coppleson (1958), p.185"
1947.11.14.b,14-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,M,17,"No injury, ski bumped",N,,"G.P. Whitley; Barrier Miner, 11/17/1947"
1947.11.14.a,14-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,M,16,"No injury, ski bumped",N,,"G.P. Whitley; Barrier Miner, 11/17/1947"
1947.11.08.b,08-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,12,"FATAL, leg severed at knee  ",Y,afternoon,"G.P. Whitley (1951), p.193;V.M. Coppleson (1958), p.86; A. Sharpe, p.86"
1947.11.08.a,08-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,M,13,Thighs & knee lacerated,N,afternoon,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.86; A. Sharpe, p. 86"
1947.11.00,Nov-1947,1947,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,,M,78,FATAL,Y,,"J. Green, p.34"
1947.10.28,28-Oct-1947,1947,Unprovoked,AUSTRALIA,Northern Territory,"Mornington Island, Gulf of Carpentaria",Fishing in waist-deep water,M,,Kneecap removed,N,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.240"
1947.10.10,10-Oct-1947,1947,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming ,M,25,FATAL,Y,,"JC Online, 6/25/2012"
1947.08.04,04-Aug-1947,1947,Unprovoked,USA,Florida,In a canal 10 miles north of St Augustine,Swimming,M,20,"FATAL, calf bitten, leg surgically amputated  ",Y,,R. F. Hutton; Coppleson (1958)
1947.07.27.R,Reported 27-Jul-1947,1947,Provoked,USA,California,"Santa Monica, Los Angeles County",Fishing,M,46,PROVOKED INCIDENT,N,,"Joplin Globe, 7/27/1947"
1947.07.24.R,Reported 24-Jul-1947,1947,Unprovoked,AUSTRALIA,Northern Territory,Darwin Harbour,Diving,M,,Suit ripped,N,,"Canberra Times, 7/25/1947"
1947.07.15,15-Jul-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,M,20,Right thigh lacerated,N,morning,"M. Levine, GSAF"
1947.07.00,Jul-1947,1947,Invalid,GREECE,Carpathian Sea,Dodecanese Islands,Jumped overboard ,M,,Shark involvement  unconfirmed,,,"C. Moore, GSAF"
1947.06.27,27-Jun-1947,1947,Unprovoked,USA,Hawaii,"Off Waianae, O'ahu",Fishing,M,35,"Left forearm, arm & leg lacerated",N,morning,"EWA Hospital; G.H. Balazs & A.K.H. Kam; J. Borg, p. 72; L. Taylor (1993), pp.98-99"
1947.06.16,16-Jun-1947,1947,Boating,AUSTRALIA,New South Wales,Coogee,Fishing,,,"No injury to occupants, shark bumped & lifted dinghy",N,,"Geraldton Guardian and Express, 6/317/1947"
1947.05.13.R,Reported 13-May-1947,1947,Unprovoked,KENYA,Coast Province,"Kilindini Harbor, Mombasa",Swimming,M,,Knee grazed,N,,"Sunday Tribune, 5/13/1947"
1947.04.20,20-Apr-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,21,Ankle & shin lacerated,N,morning,"A. Nielsen, M. Levine, G. Charter, GSAF "
1947.04.11,11-Apr-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Body surfing,M,14,"Thigh severely lacerated, shin & calf lacerated",N,afternoon,"R. Douglas, T. Livesley,  M. Levine, GSAF "
1947.04.06,06-Apr-1947,1947,Unprovoked,AUSTRALIA,New South Wales,Palm Beach,Surfing,M,17,"No injury, board scraped by shark",N,,"Courier-Mail, 4/7/1947"
1947.04.00,Apr-1947,1947,Provoked,PACIFIC OCEAN,,Off Central American coast at 8N.79W,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",M,29,"Right arm punctured, finger lacerated PROVOKED INCIDENT",N,morning,C. Kaufmann; S. Springer 
1947.03.12,12-Mar-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Wading,M,18,"Hip abraded, right calf severely lacerated",N,afternoon,"A. Kriel, M. Levine, GSAF "
1947.03.09,09-Mar-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,22,Lacerations on buttock  &  right foot ,N,morning,"G. Botha, M. Levine, GSAF; T. Wallett, p.67"
1947.02.06.R,Reported 06-Feb-1947,1947,Provoked,BAHAMAS,New Providence Island,Cable Beach,Attempting to ride a shark,M,,Arm bitten PROVOKED INCIDENT,N,,"Miami Daily News, 2/6/1947"
1947.01.14,14-Jan-1947,1947,Boating,AUSTRALIA,New South Wales,"Berry's Bay, Sydney Harbour",Rowing,,16,"No injury, shark lifted the boat 0.5 m out of the water",N,,"A. Sharpe, p.73"
1947.01.05,05-Jan-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,M,18,Flexed left leg lacerated,N,afternoon,"P. Knoop, M. Levine, GSAF"
1946.12.28,28-Dec-1946,1946,Unprovoked,AUSTRALIA,South Australia,Glenelg,Swimming near jetty with 2' piece of wood,M,23,"Forearm & fingers lacerated, teethmarks on wood",N,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.110 & 240 "
1946.11.20,20-Nov-1946,1946,Unprovoked,AUSTRALIA,Torres Strait,40 miles off Thursday Island,Pearl diving from lugger,M,30,"FATAL, right arm severed",Y,,"G.P. Whitley (1951), p. 193;V.M. Coppleson (1958), p.245"
1946.10.14,14-Oct-1946,1946,Unprovoked,AUSTRALIA,New South Wales,"Marks Point, Swan Bay, Lake Macquarie",Swimming,M,15,Left leg lacerated,N,,"G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.112"
1946.08.24,24-Aug-1946,1946,Unprovoked,ISRAEL,Gaza,Jura Village,Fishing,M,15,Laceration to back,N,,"C. Moore, GSAF"
1946.08.18,18-Aug-1946,1946,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Swimming after a tennis ball,M,30,"FATAL, body not recovered",Y,afternoon,"G.P. Whitley (1951), p.193;V.M. Coppleson (1958), pp.87-88 & 239; A. Sharpe, p.97"
1946.07.18.b,18-Jul-1946,1946,Unprovoked,IRAN,Khuzestan Province,"Dorquain, on the Karun River","Fishing, probably with a net",M,12,Radius & ulna bared,N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt, Royal Army Medical Corp, p.84 "
1946.07.18.a,18-Jul-1946,1946,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Swimming ,M,12,"Left Achilles tendon severed, calf muscles severely lacerated",N,,"A. Anderson, M.D. / Lt. Col. R.S. Hunt , p.84"
1946.06.28,28-Jun-1946,1946,Unprovoked,INDIA,,Chennai,Bathing,M,14,"""Serious injuries""",N,,"Indian Express, 6/30/1946"
1946.05.09,09-May-1946,1946,Unprovoked,TANZANIA,Dar-es-Salaam ,Dar-es-Salaam harbor,Swimming ,M,,Leg bitten,N,,"Star, 5/20/1946"
1946.04.19,19-Apr-1946,1946,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,M,17,FATAL,Y,morning,"J. Croucher; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), p.87 "
1946.04.00,Apr-1946,1946,Boating,AUSTRALIA,South Australia,Port Newby,Fishing,,,"No injury to occupants. Shark charged boat, tore off rudder & tossed it air, then swam off with it",N,,"V.M. Coppleson (1958), p.184"
1946.03.20,20-Mar-1946,1946,Boating,AUSTRALIA,South Australia,Grange,Fishing,M,28,"No injury; shark rammed boat, catapulting Leverenz in the sea & damaging boat",N,afternoon,"Sydney Morning Herald, 3/22/1946"
1946.02.16,16-Feb-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Treading water,M,21,Right arm severely lacerated,N,afternoon,"M. Levine, GSAF "
1946.02.10.b,10-Feb-1946,1946,Unprovoked,AUSTRALIA,Western Australia,"City Beach, Perth",Standing,M,18,"Leg bitten, surgically amputated",N,morning,"West Australian, 2/11/1946, p.6; G.P. Whitley (1951), p.193; V.M. Coppleson (1958), pp.111 & 245; A. Sharpe, pp.130-131; H. Edwards, p.133-134"
1946.02.10.a,10-Feb-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming ,M,18,Flexed right  knee bitten,N,morning,"J.R. Varma, M. Levine, GSAF "
1946.01.24.b,24-Jan-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Treading water,M,15,Knee & calf lacerated,N,afternoon,"B. Gibson, M. Levine, GSAF"
1946.01.24.a,24-Jan-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming,M,,Foot severely lacerated,N,afternoon,"J. R. Varma; M. Levine, GSAF"
